ESID,Data Collector Affiliations,Latitude,Longitude,Local Eclipse Type,Eclipse Percent (%),WAV Files Time & Date Settings,Data Collector Start Time Notes,Eclipse Date,Eclipse Start Time (UTC) (1st Contact),Totality Start Time (UTC) (2nd Contact),Eclipse Maximum (UTC),Totality End Time (UTC) (3rd Contact),Eclipse End Time (UTC) (4th Contact),Version,Keywords and subjects,year
782,,41.319283,-80.831393,Total,100,Set with Automated AudioMoth Time Chime,N/A,2024-04-08,18:00:21,19:15:23,19:16:38,19:17:53,20:29:47,2024.1.0,2024 Total Solar Eclipse: ES Data Analysis Site,2024
783,,29.5769118,-98.5677935,Total,100,Set with Automated AudioMoth Time Chime,N/A,2024-04-08,17:14:35,18:33:17,18:34:22,18:35:27,19:55:44,2024.1.0,2024 Total Solar Eclipse: ES Data Analysis Site,2024
786,,41.40948,-81.41458,Total,100,Set with Automated AudioMoth Time Chime,N/A,2024-04-08,17:59:35,19:14:06,19:15:53,19:17:40,20:29:11,2024.1.0,2024 Total Solar Eclipse: ES Data Analysis Site,2024
787,,41.54538,-81.63241,Total,100,Set with Automated AudioMoth Time Chime,N/A,2024-04-08,17:59:24,19:13:46,19:15:41,19:17:35,20:28:58,2024.1.0,2024 Total Solar Eclipse: ES Data Analysis Site,2024
788,,41.36953,-81.60655,Total,100,Set with Automated AudioMoth Time Chime,N/A,2024-04-08,17:59:15,19:13:46,19:15:36,19:17:25,20:28:58,2024.1.0,2024 Total Solar Eclipse: ES Data Analysis Site,2024
791,,39.39719,-96.73761,Partial,83.82,Set with Automated AudioMoth Time Chime,N/A,2024-04-08,17:35:42,0:00:00,18:51:49,0:00:00,20:07:58,2024.0.0,2024 Total Solar Eclipse: ES Data Analysis Site,2024
792,,28.53463,-99.88162,Total,100,Set with Automated AudioMoth Time Chime,N/A,2024-04-08,17:10:40,18:28:50,18:30:21,18:31:51,19:52:05,2024.1.0,2024 Total Solar Eclipse: ES Data Analysis Site,2024
794,,39.806336,-84.9721271,Total,100,Needs to be set manually,10:30:00 AM US Eastern,2024-04-08,17:52:17,19:07:43,19:09:39,19:11:34,20:24:35,2024.1.0,2024 Total Solar Eclipse,2024
795,,39.836701,-84.838096,Total,100,Set with Automated AudioMoth Time Chime,N/A,2024-04-08,17:52:32,19:07:58,19:09:52,19:11:46,20:24:45,2024.1.0,2024 Total Solar Eclipse: ES Data Analysis Site,2024
796,,39.863,-84.872874,Total,100,Set with Automated AudioMoth Time Chime,N/A,2024-04-08,17:52:31,19:07:54,19:09:50,19:11:46,20:24:43,2024.1.0,2024 Total Solar Eclipse ,2024
797,Sounds of Nature,40.61,-89.37,Partial,94.78,Set with Automated AudioMoth Time Chime,N/A,2024-04-08,17:47:07,0:00:00,19:03:58,0:00:00,20:19:17,2024.0.0,2024 Total Solar Eclipse: Sounds of Nature Collection Site: ES Data Analysis Site,2024
798,Sounds of Nature,37.71831,-88.1858,Total,100,Set with Automated AudioMoth Time Chime,N/A,2024-04-08,17:44:28,19:01:06,19:02:49,19:04:32,20:19:26,2024.1.0,2024 Total Solar Eclipse: Sounds of Nature Collection Site: ES Data Analysis Site,2024
800,,30.378841,-97.846125,Total,100,Set with Automated AudioMoth Time Chime,N/A,2024-04-08,17:17:10,18:35:28,18:36:56,18:38:24,19:57:59,2024.1.0,2024 Total Solar Eclipse: ES Data Analysis Site,2024
803,Sounds of Nature,37.53652,-89.2003,Total,100,Set with Automated AudioMoth Time Chime,N/A,2024-04-08,17:42:39,18:59:00,19:01:03,19:03:07,20:17:58,2024.1.0,2024 Total Solar Eclipse: Sounds of Nature Collection Site: ES Data Analysis Site,2024
805,,42.163707,-83.643623,Partial,99.12,Set with Automated AudioMoth Time Chime,N/A,2024-04-08,17:57:14,N/A,19:13:20,N/A,20:26:50,2024.0.0,2024 Total Solar Eclipse,2024
806,,39.755444,-84.352028,Total,100,Set with Automated AudioMoth Time Chime,N/A,2024-04-08,17:53:10,19:08:59,19:10:30,19:12:02,20:25:18,2024.1.0,2024 Total Solar Eclipse: Sounds of Nature Collection Site: ES Data Analysis Site,2024
807,,37.38289,-77.49917,Partial,82.45,Set with Automated AudioMoth Time Chime,N/A,2024-04-08,18:02:08,N/A,19:18:45,N/A,20:31:32,2024.0.0,2024 Total Solar Eclipse ,2024
808,,44.4778,-72.9859,Total,100,Set with Automated AudioMoth Time Chime,N/A,2024-04-08,18:14:28,19:26:21,19:27:55,19:29:28,20:37:26,2024.1.0,2024 Total Solar Eclipse: ES Data Analysis Site,2024
809,,41.42537,-81.16001,Total,100,Set with Automated AudioMoth Time Chime,N/A,2024-04-08,17:59:59,19:14:34,19:16:15,19:17:56,20:29:28,2024.1.0,2024 Total Solar Eclipse: ES Data Analysis Site,2024
810,,43.0127407,-88.3086583,Partial,88.93,Set with Automated AudioMoth Time Chime,N/A,2024-04-08,17:52:09,N/A,19:07:34,N/A,20:21:15,2024.0.0,2024 Total Solar Eclipse: ES Data Analysis Site,2024
811,,43.0111923,-88.3156509,Partial,88.93,Set with Automated AudioMoth Time Chime,N/A,2024-04-08,17:52:09,N/A,19:07:34,N/A,20:21:15,2024.0.0,2024 Total Solar Eclipse ,2024
812,,38.914312,-95.22715,Partial,88.46,Set with Automated AudioMoth Time Chime,N/A,2024-04-08,17:36:38,N/A,18:53:29,N/A,20:10:05,2024.0.0,2024 Total Solar Eclipse ,2024
820,,43.647154,-79.498159,Partial,99.82,Set with Automated AudioMoth Time Chime,N/A,2024-04-08,18:04:43,N/A,19:19:41,N/A,20:31:28,2024.0.0,2024 Total Solar Eclipse: ES Data Analysis Site,2024
828,,42.51349,-72.4854,Partial,94.77,Set with Automated AudioMoth Time Chime,N/A,2024-04-08,18:13:58,N/A,19:28:02,N/A,20:37:54,2024.0.0,2024 Total Solar Eclipse: ES Data Analysis Site,2024
829,,41.014259,-73.872704,Partial,90.88,Needs to be set manually,11:15:00 AM US Eastern,2024-04-08,18:10:54,0:00:00,19:25:47,0:00:00,20:36:30,2024.0.0,2024 Total Solar Eclipse ,2024
830,,39.93093,-83.86388,Total,100,Set with Automated AudioMoth Time Chime,N/A,2024-04-08,17:54:08,19:09:58,19:11:21,19:12:44,20:25:57,2024.1.0,2024 Total Solar Eclipse ,2024
833,,30.22784,-97.89896,Total,100,Set with Automated AudioMoth Time Chime,N/A,2024-04-08,17:16:49,18:35:22,18:36:36,18:37:50,19:57:42,2024.1.0,2024 Total Solar Eclipse: ES Data Analysis Site,2024
834,,30.148453,-97.861088,Total,100,Set with Automated AudioMoth Time Chime,N/A,2024-04-08,17:16:43,18:35:40,18:36:32,18:37:23,19:57:40,2024.1.0,2024 Total Solar Eclipse: ES Data Analysis Site,2024
835,,39.56209,-84.74814,Total,100,Set with Automated AudioMoth Time Chime,N/A,2024-04-08,17:52:19,19:08:13,19:09:46,19:11:19,20:24:45,2024.1.0,2024 Total Solar Eclipse: ES Data Analysis Site,2024
836,,40.2268622,-82.9787107,Total,100,Set with Automated AudioMoth Time Chime,N/A,2024-04-08,17:55:51,19:11:52,19:12:52,19:13:51,20:27:05,2024.1.0,2024 Total Solar Eclipse: ES Data Analysis Site,2024
837,,39.81412,-84.36908,Total,100,Set with Automated AudioMoth Time Chime,N/A,2024-04-08,17:53:13,19:08:54,19:10:32,19:12:09,20:25:18,2024.1.0,2024 Total Solar Eclipse: ES Data Analysis Site,2024
838,,45.26248137,-69.17431401,Total,100,Set with Automated AudioMoth Time Chime,N/A,2024-04-08,18:20:03,19:31:19,19:32:16,19:33:12,20:40:16,2024.1.0,2024 Total Solar Eclipse: ES Data Analysis Site,2024
839,,45.177662,-72.71201,Total,100,Needs to be set manually,11:29:00 AM US Eastern,2024-04-08,18:15:17,19:26:39,19:28:22,19:30:04,20:37:33,2024.1.0,2024 Total Solar Eclipse ,2024
841,,45.52347,-73.56863,Total,100,Needs to be set manually,7:40:00 AM US Eastern,2024-04-08,18:14:23,19:26:53,19:27:27,19:28:01,20:36:46,2024.1.0,2024 Total Solar Eclipse ,2024
842,,29.8577,-98.1949,Total,100,Set with Automated AudioMoth Time Chime,N/A,2024-04-08,17:15:40,18:34:36,18:35:29,18:36:22,19:56:44,2024.1.0,2024 Total Solar Eclipse: ES Data Analysis Site,2024
843,,44.7284033,-72.7542825,Total,100,Set with Automated AudioMoth Time Chime,N/A,2024-04-08,18:14:56,19:26:32,19:28:14,19:29:56,20:37:35,2024.1.0,2024 Total Solar Eclipse: ES Data Analysis Site,2024
845,Sounds of Nature,38.640373,-89.097176,Total,100,Set with Automated AudioMoth Time Chime,N/A,2024-04-08,17:44:29,19:01:18,19:02:24,19:03:30,20:18:46,2024.1.0,2024 Total Solar Eclipse: Sounds of Nature Collection Site: ES Data Analysis Site,2024
846,,23.2487036,-106.449954,Total,100,Set with Automated AudioMoth Time Chime,N/A,2024-04-08,16:51:19,18:07:22,18:09:29,18:11:36,19:32:01,2024.1.0,2024 Total Solar Eclipse: ES Data Analysis Site,2024
847,,43.0539,-79.13847,Total,100,Set with Automated AudioMoth Time Chime,N/A,2024-04-08,18:04:38,19:18:06,19:19:52,19:21:37,20:31:49,2024.1.0,2024 Total Solar Eclipse: ES Data Analysis Site,2024
849,,41.60848,-82.68669,Total,100,Set with Automated AudioMoth Time Chime,N/A,2024-04-08,17:57:56,19:12:31,19:14:16,19:16:01,20:27:49,2024.1.0,2024 Total Solar Eclipse: ES Data Analysis Site,2024
850,,30.44139,-99.80474,Total,100,Set with Automated AudioMoth Time Chime,N/A,2024-04-08,17:14:30,18:32:13,18:33:47,18:35:22,19:54:50,2024.1.0,2024 Total Solar Eclipse: ES Data Analysis Site,2024
862,,40.7270198,-81.9699569,Total,100,Needs to be set manually,10:13:00 AM US Eastern,2024-04-08,17:57:59,19:13:36,19:14:40,19:15:43,20:28:23,2024.1.0,2024 Total Solar Eclipse: ES Data Analysis Site,2024
863,,44.773181,-71.128097,Total,100,Needs to be set manually,11:37:00 AM US Eastern,2024-04-08,18:17:11,19:29:00,19:30:05,19:31:10,20:38:53,2024.1.0,2024 Total Solar Eclipse: ES Data Analysis Site,2024
865,,32.5413804,-97.2668452,Total,100,Set with Automated AudioMoth Time Chime,N/A,2024-04-08,17:22:05,18:39:40,18:41:24,18:43:08,20:01:34,2024.1.0,2024 Total Solar Eclipse: ES Data Analysis Site,2024
870,,41.407742,-71.8148763,Partial,89.8,Set with Automated AudioMoth Time Chime,N/A,2024-04-08,18:14:22,N/A,19:28:32,N/A,20:38:19,2024.0.0,2024 Total Solar Eclipse,2024
872,,34.75144,-92.28925,Total,100,Set with Automated AudioMoth Time Chime,N/A,2024-04-08,17:33:26,18:51:28,18:52:45,18:54:01,20:11:27,2024.1.0,2024 Total Solar Eclipse,2024
874,,32.77622,-97.09121,Total,100,Set with Automated AudioMoth Time Chime,N/A,2024-04-08,17:22:47,18:40:27,18:42:03,18:43:39,20:02:06,2024.1.0,2024 Total Solar Eclipse ,2024
876,,36.77501,-90.93178,Total,100,Set with Automated AudioMoth Time Chime,N/A,2024-04-08,17:38:50,18:55:25,18:57:29,18:59:33,20:15:04,2024.1.0,2024 Total Solar Eclipse: ES Data Analysis Site,2024
877,,36.8068494,-90.5477812,Total,100,Set with Automated AudioMoth Time Chime,N/A,2024-04-08,17:39:28,18:56:01,18:58:07,19:00:13,20:15:38,2024.1.0,2024 Total Solar Eclipse: ES Data Analysis Site,2024
878,,36.8949341,-90.3967577,Total,100,Set with Automated AudioMoth Time Chime,N/A,2024-04-08,17:39:50,18:56:22,18:58:28,19:00:33,20:15:54,2024.1.0,2024 Total Solar Eclipse: ES Data Analysis Site,2024
881,,37.284,-89.1653,Total,100,Set with Automated AudioMoth Time Chime,N/A,2024-04-08,17:42:19,18:58:55,19:00:50,19:02:44,20:17:51,2024.1.0,2024 Total Solar Eclipse: ES Data Analysis Site,2024
883,,36.7894841,-90.41492,Total,100,Set with Automated AudioMoth Time Chime,N/A,2024-04-08,17:39:38,18:56:14,18:58:19,19:00:23,20:15:48,2024.1.0,2024 Total Solar Eclipse: ES Data Analysis Site,2024
890,,41.139588,-81.4442947,Total,100,Needs to be set manually,12:04:00 PM US Eastern,2024-04-08,17:59:14,19:14:13,19:15:40,19:17:08,20:29:05,2024.1.0,2024 Total Solar Eclipse: ES Data Analysis Site,2024
891,,41.138799,-81.4425,Total,100,Set with Automated AudioMoth Time Chime,N/A,2024-04-08,17:59:14,19:14:13,19:15:41,19:17:08,20:29:05,2024.1.0,2024 Total Solar Eclipse: ES Data Analysis Site,2024
895,,34.57056,-94.27029,Total,100,Set with Automated AudioMoth Time Chime,N/A,2024-04-08,17:30:08,18:47:15,18:49:18,18:51:20,20:08:21,2024.1.0,2024 Total Solar Eclipse: ES Data Analysis Site,2024
900,,31.057,-97.9195,Total,100,Set with Automated AudioMoth Time Chime,N/A,2024-04-08,17:18:21,18:35:46,18:37:56,18:40:07,19:58:44,2024.1.0,2024 Total Solar Eclipse: ES Data Analysis Site,2024
901,Portage Lakes State Park,40.96383,-81.55973,Total,100,Needs to be set manually,9:34:00 AM US Eastern,2024-04-08,17:58:52,19:14:12,19:15:24,19:16:35,20:28:54,2024.1.0,2024 Total Solar Eclipse: State Park Collection Site,2024
902,Findley State Park,41.13541,-82.21573,Total,100,Set with Automated AudioMoth Time Chime,N/A,2024-04-08,17:58:04,19:12:44,19:14:36,19:16:27,20:28:14,2024.1.0,2024 Total Solar Eclipse: State Park Collection Site: ES Data Analysis Site,2024
903,Wingfort Lake State Park,41.01536,-81.35731,Total,100,Set with Automated AudioMoth Time Chime,N/A,2024-04-08,17:59:14,19:14:38,19:15:43,19:16:47,20:29:09,2024.1.0,2024 Total Solar Eclipse: State Park Collection Site: ES Data Analysis Site,2024
905,,42.42045,-71.2371,Partial,92.99,Set with Automated AudioMoth Time Chime,N/A,2024-04-08,18:15:46,0:00:00,19:29:31,0:00:00,20:38:55,2024.0.0,2024 Total Solar Eclipse ,2024
906,,42.10508,-79.4981,Total,100,Set with Automated AudioMoth Time Chime,N/A,2024-04-08,18:03:10,19:17:17,19:18:54,19:20:31,20:31:21,2024.1.0,2024 Total Solar Eclipse: ES Data Analysis Site,2024
907,,44.5064115,-74.9499764,Total,100,Set with Automated AudioMoth Time Chime,N/A,2024-04-08,18:11:47,19:23:53,19:25:37,19:27:21,20:35:45,2024.1.0,2024 Total Solar Eclipse ,2024
910,,42.8435434,-76.9886943,Total,100,Set with Automated AudioMoth Time Chime,N/A,2024-04-08,18:07:32,19:21:25,19:22:32,19:23:39,20:33:55,2024.1.0,2024 Total Solar Eclipse: ES Data Analysis Site,2024
912,,42.0729086,-71.450002,Partial,91.91,Set with Automated AudioMoth Time Chime,N/A,2024-04-08,18:15:17,N/A,19:29:10,N/A,20:38:43,2024.0.0,2024 Total Solar Eclipse: ES Data Analysis Site,2024
913,,30.149681,-98.0432689,Total,100,Set with Automated AudioMoth Time Chime,N/A,2024-04-08,17:16:27,18:34:52,18:36:13,18:37:35,19:57:22,2024.1.0,2024 Total Solar Eclipse: ES Data Analysis Site,2024
914,,32.55141,-97.09196,Total,100,Set with Automated AudioMoth Time Chime,N/A,2024-04-08,17:22:21,18:39:48,18:41:42,18:43:36,20:01:51,2024.1.0,2024 Total Solar Eclipse: ES Data Analysis Site,2024
916,,43.07334702,-77.81481803,Total,100,Set with Automated AudioMoth Time Chime,N/A,2024-04-08,18:06:33,19:19:45,19:21:34,19:23:24,20:33:08,2024.1.0,2024 Total Solar Eclipse: ES Data Analysis Site,2024
917,,42.02661947,-74.18379146,Partial,95.03,Set with Automated AudioMoth Time Chime,N/A,2024-04-08,18:11:05,N/A,19:25:46,N/A,20:36:24,2024.0.0,2024 Total Solar Eclipse: ES Data Analysis Site,2024
918,,29.8022951,-98.3969175,Total,100,Set with Automated AudioMoth Time Chime,N/A,2024-04-08,17:15:16,18:33:46,18:35:03,18:36:19,19:56:19,2024.1.0,2024 Total Solar Eclipse: ES Data Analysis Site,2024
919,,43.99088,-69.63999,Partial,97.11,Set with Automated AudioMoth Time Chime,N/A,2024-04-08,18:18:50,N/A,19:31:39,N/A,20:40:07,2024.0.0,2024 Total Solar Eclipse: ES Data Analysis Site,2024
920,,43.18657,-77.75444,Total,100,Set with Automated AudioMoth Time Chime,N/A,2024-04-08,18:06:44,19:19:51,19:21:42,19:23:33,20:33:11,2024.1.0,Eclipse: Soundscapes: 2024 Total Solar Eclipse: ,2024
921,,37.69564,-89.31541,Total,100,Set with Automated AudioMoth Time Chime,N/A,2024-04-08,17:42:43,18:58:59,19:01:03,19:03:07,20:17:55,2024.1.0,2024 Total Solar Eclipse: ES Data Analysis Site,2024
922,,44.347197,-72.993761,Total,100,Set with Automated AudioMoth Time Chime,N/A,2024-04-08,18:14:22,19:26:30,19:27:53,19:29:15,20:37:26,2024.1.0,2024 Total Solar Eclipse: ES Data Analysis Site,2024
923,,38.03153,-78.52409,Partial,86.49,Set with Automated AudioMoth Time Chime,N/A,2024-04-08,18:00:52,N/A,19:17:42,N/A,20:30:54,2024.0.0,2024 Total Solar Eclipse: ES Data Analysis Site,2024
926,,43.5687744,-71.7461471,Partial,97.73,Set with Automated AudioMoth Time Chime,N/A,2024-04-08,18:15:39,N/A,19:29:10,N/A,20:38:31,2024.0.0,2024 Total Solar Eclipse: ES Data Analysis Site,2024
928,,30.5624642,-97.7755493,Total,100,Set with Automated AudioMoth Time Chime,N/A,2024-04-08,17:17:37,18:35:41,18:37:22,18:39:03,19:58:21,2024.1.0,2024 Total Solar Eclipse: ES Data Analysis Site,2024
929,,38.49779,-88.26842,Total,100,Set with Automated AudioMoth Time Chime,N/A,2024-04-08,17:45:30,19:01:31,19:03:30,19:05:30,20:19:48,2024.1.0,2024 Total Solar Eclipse: ES Data Analysis Site,2024
930,,38.48962,-88.25138,Total,100,Set with Automated AudioMoth Time Chime,N/A,2024-04-08,17:45:31,19:01:31,19:03:32,19:05:31,20:19:49,2024.1.0,2024 Total Solar Eclipse: ES Data Analysis Site,2024
933,,42.62369369,-78.5394427,Total,100,Set with Automated AudioMoth Time Chime,N/A,2024-04-08,18:05:04,19:18:42,19:20:26,19:22:10,20:32:23,2024.1.0,2024 Total Solar Eclipse: ES Data Analysis Site,2024
936,,41.53953,-81.32313,Total,100,Set with Automated AudioMoth Time Chime,N/A,2024-04-08,17:59:52,19:14:15,19:16:06,19:17:57,20:29:18,2024.1.0,2024 Total Solar Eclipse ,2024
937,,36.97123,-90.2074,Total,100,Set with Automated AudioMoth Time Chime,N/A,2024-04-08,17:40:14,18:56:46,18:58:51,19:00:56,20:16:13,2024.1.0,2024 Total Solar Eclipse: ES Data Analysis Site,2024
938,,41.32766,-85.69758,Partial,98.66,Set with Automated AudioMoth Time Chime,N/A,2024-04-08,17:53:15,N/A,19:09:51,N/A,20:24:13,2024.0.0,2024 Total Solar Eclipse: ES Data Analysis Site,2024
940,,30.671389,-96.301389,Partial,98.7,Set with Automated AudioMoth Time Chime,N/A,2024-04-08,17:20:03,N/A,18:40:01,N/A,20:00:50,2024.0.0, 2024 Total Solar Eclipse ,2024
944,,40.6076191,-82.3056,Total,100,Set with Automated AudioMoth Time Chime,N/A,2024-04-08,17:57:20,19:12:56,19:14:06,19:15:16,20:27:58,2024.1.0,2024 Total Solar Eclipse: ES Data Analysis Site,2024
945,,41.4565013,-81.2047232,Total,100,Set with Automated AudioMoth Time Chime,N/A,2024-04-08,17:59:57,19:14:28,19:16:13,19:17:57,20:29:25,2024.1.0,2024 Total Solar Eclipse: ES Data Analysis Site,2024
948,,41.6651,-83.6749,Total,100,Set with Automated AudioMoth Time Chime,N/A,2024-04-08,17:56:34,19:12:28,19:12:56,19:13:25,20:26:42,2024.1.0,2024 Total Solar Eclipse ,2024
952,,29.5291458,-99.6894972,Total,100,Set with Automated AudioMoth Time Chime,N/A,2024-04-08,17:12:52,18:30:12,18:32:25,18:34:37,19:53:49,2024.1.0,2024 Total Solar Eclipse: ES Data Analysis Site,2024
953,,39.403308,-86.315939,Total,100,Set with Automated AudioMoth Time Chime,N/A,2024-04-08,17:49:43,19:05:18,19:07:19,19:09:20,20:22:45,2024.1.0,2024 Total Solar Eclipse: ES Data Analysis Site,2024
957,,42.4540743,-79.3371685,Total,100,Set with Automated AudioMoth Time Chime,N/A,2024-04-08,18:03:45,19:17:27,19:19:18,19:21:09,20:31:33,2024.1.0,2024 Total Solar Eclipse: ES Data Analysis Site,2024
958,,44.69318,-73.29719,Total,100,Needs to be set manually,8:35:00 AM US Eastern,2024-04-08,18:14:10,19:25:50,19:27:36,19:29:22,20:37:09,2024.1.0,2024 Total Solar Eclipse ,2024
960,,34.756604,-92.429643,Total,100,Set with Automated AudioMoth Time Chime,N/A,2024-04-08,17:33:14,18:51:01,18:52:32,18:54:02,20:11:15,2024.1.0,Eclipse: Soundscapes: 2024 Total Solar Eclipse: ,2024
961,,33.21220014,-96.58427877,Total,100,Set with Automated AudioMoth Time Chime,N/A,2024-04-08,17:24:19,18:42:00,18:43:33,18:45:07,20:03:23,2024.1.0,2024 Total Solar Eclipse: ES Data Analysis Site,2024
962,Sounds of Nature,37.60759,-89.2466,Total,100,Set with Automated AudioMoth Time Chime,N/A,2024-04-08,17:42:41,18:58:59,19:01:04,19:03:08,20:17:57,2024.1.0,2024 Total Solar Eclipse: Sounds of Nature Collection Site: ES Data Analysis Site,2024
001,ARISA Lab: Hot Springs National Park,34.53804,-93.03621,Total,100,Set with Automated AudioMoth Time Chime,N/A,2024-04-08,17:31:56,18:49:24,18:51:15,18:53:05,20:10:10,2024.1.0,2024 Total Solar Eclipse: ES Team Collection Site: NPS Collection Site,2024
002,Cuyahoga Valley National Park,41.2124,-81.5759,Total,100,Set with Automated AudioMoth Time Chime,N/A,2024-04-08,17:59:07,19:13:53,19:15:32,19:17:12,20:28:57,2024.1.0,2024 Total Solar Eclipse: ES Data Analysis Site: NPS Collection Site,2024
